PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P441
Station name, KendallEleWA2008
Begin Date, 2008-09-03
End Date, 2026-06-18
Release Date, 2026-06-19
Source file, P441.cwu.nam14.pos
Offset from source file, 10.44 mm North, 18.88 mm East, 0.93 mm Vertical
Reference position, 48.9159786876 North Latitude, -122.1396421946 East Longitude, 115.20583 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2008-09-03,0.00, 0.00, 0.00, 2.44, 1.61, 7.34, repro,
2008-09-04,-1.28, -1.13, 7.03, 2.65, 1.71, 8.02, repro,
2008-09-05,1.86, -0.15, 8.42, 2.51, 1.63, 7.44, repro,
2008-09-06,2.06, -1.39, 6.04, 2.41, 1.58, 7.19, repro,
2008-09-07,-0.28, -0.18, 7.08, 2.41, 1.56, 7.2, repro,
2008-09-08,2.61, -0.58, -0.60, 2.45, 1.62, 7.41, repro,
2008-09-09,0.81, -1.09, 2.97, 2.55, 1.63, 7.52, repro,
2008-09-10,1.06, -1.14, 6.97, 2.46, 1.62, 7.37, repro,
2008-09-11,-0.30, -0.46, 10.55, 2.53, 1.66, 7.54, repro,
2008-09-12,2.83, -1.03, 11.81, 2.41, 1.57, 7.25, repro,
2008-09-13,1.85, -0.59, 10.36, 2.41, 1.58, 7.26, repro,
2008-09-14,2.39, -0.42, 6.45, 2.45, 1.63, 7.43, repro,
2008-09-15,0.76, -0.42, 5.86, 2.45, 1.58, 7.3, repro,
2008-09-16,0.22, -0.87, 2.88, 2.41, 1.6, 7.35, repro,
2008-09-17,2.95, 0.16, 2.66, 2.48, 1.62, 7.46, repro,
2008-09-18,0.63, -1.14, 6.74, 2.38, 1.55, 7.16, repro,
2008-09-19,1.30, -0.69, 6.01, 2.41, 1.59, 7.25, repro,
2008-09-20,1.19, -1.37, 11.79, 2.41, 1.57, 7.25, repro,
2008-09-21,0.48, 0.06, 15.27, 2.46, 1.59, 7.3, repro,
2008-09-22,1.41, -0.44, 11.28, 2.36, 1.54, 7.03, repro,
2008-09-23,1.47, -1.46, 10.13, 2.38, 1.55, 7.14, repro,
2008-09-24,1.71, -1.27, 8.81, 2.51, 1.65, 7.51, repro,
2008-09-25,-4.14, -0.05, 9.48, 2.42, 1.59, 7.32, repro,
2008-09-26,1.62, -0.24, 4.88, 2.54, 1.68, 7.54, repro,
2008-09-27,2.69, 0.59, 0.01, 2.45, 1.59, 7.27, repro,
2008-09-28,2.15, -0.10, 2.47, 2.48, 1.58, 7.2, repro,
2008-09-29,2.41, -1.00, 6.67, 2.38, 1.55, 7.1, repro,
2008-09-30,3.76, -1.24, -1.23, 2.43, 1.59, 7.3, repro,
2008-10-01,-0.96, -0.18, 4.37, 2.46, 1.62, 7.38, repro,
2008-10-02,0.65, -2.49, 12.96, 2.47, 1.6, 7.26, repro,
2008-10-03,-0.54, -3.18, 12.02, 2.52, 1.65, 7.43, repro,
2008-10-04,2.75, -1.73, 20.03, 2.44, 1.59, 7.23, repro,
2008-10-05,-1.04, -1.91, 6.78, 2.39, 1.55, 7.14, repro,
2008-10-06,0.84, -1.46, 7.73, 2.41, 1.56, 7.17, repro,
2008-10-07,2.66, -0.17, 9.44, 2.5, 1.59, 7.33, repro,
2008-10-08,-0.75, -1.96, 6.34, 2.46, 1.6, 7.32, repro,
2008-10-09,1.24, -0.38, 4.70, 2.34, 1.55, 7.11, repro,
2008-10-10,1.50, 0.26, 1.65, 2.31, 1.53, 6.97, repro,
2008-10-11,3.10, 0.00, -3.47, 2.35, 1.54, 7.09, repro,
2008-10-12,3.30, 0.22, 3.44, 2.39, 1.57, 7.14, repro,
2008-10-13,1.67, -1.47, 9.25, 2.39, 1.56, 7.24, repro,
2008-10-14,1.74, -1.25, 7.09, 2.33, 1.54, 7.07, repro,
2008-10-15,3.95, -0.69, -2.79, 2.38, 1.56, 7.2, repro,
2008-10-16,3.72, -0.20, 6.41, 2.42, 1.57, 7.28, repro,
2008-10-17,-0.01, -0.85, 1.04, 2.38, 1.56, 7.24, repro,
2008-10-18,0.64, -0.45, 5.91, 2.37, 1.56, 7.22, repro,
2008-10-19,1.35, -1.25, 5.75, 2.34, 1.53, 7.08, repro,
2008-10-20,-2.03, -2.39, 9.13, 2.32, 1.53, 7.08, repro,
2008-10-21,-0.98, -1.37, 1.69, 2.38, 1.55, 7.21, repro,
2008-10-22,0.76, -0.55, -0.15, 2.36, 1.55, 7.17, repro,
2008-10-23,2.27, 0.40, 8.58, 2.36, 1.54, 7.16, repro,
2008-10-24,0.13, -1.23, 13.09, 2.38, 1.59, 7.3, repro,
2008-10-25,1.94, -0.83, 10.33, 2.32, 1.54, 7.12, repro,
2008-10-26,3.96, -1.34, -2.53, 2.32, 1.53, 7.02, repro,
2008-10-27,2.59, -1.26, 2.92, 2.44, 1.59, 7.28, repro,
2008-10-28,2.80, -0.73, 3.65, 2.46, 1.57, 7.24, repro,
2008-10-29,0.37, -0.96, 5.01, 2.53, 1.64, 7.41, repro,
2008-10-30,-0.23, -1.99, 8.68, 2.38, 1.62, 7.36, repro,
2008-10-31,1.34, -1.33, 7.24, 2.34, 1.54, 7.16, repro,
2008-11-01,0.46, 3.05, 14.59, 16.09, 12.81, 49.02, repro,
2009-03-05,0.76, 0.85, 4.57, 4.97, 3.33, 15.03, repro,
2009-03-06,3.49, 2.07, 8.21, 2.35, 1.65, 7.44, repro,
2009-03-07,-0.69, 0.80, -2.78, 2.28, 1.57, 7.16, repro,
2009-03-08,2.69, 0.28, -1.98, 2.26, 1.56, 7.09, repro,
2009-03-09,3.32, 1.51, -3.26, 2.36, 1.62, 7.39, repro,
2009-03-10,3.11, 1.94, -3.13, 2.33, 1.61, 7.25, repro,
2009-03-11,3.42, 1.90, -6.88, 2.3, 1.58, 7.19, repro,
2009-03-12,1.40, 1.37, -3.34, 2.29, 1.58, 7.15, repro,
2009-03-13,1.09, 0.47, -1.25, 2.37, 1.63, 7.46, repro,
2009-03-14,-0.99, -0.82, 3.68, 2.31, 1.61, 7.23, repro,
2009-03-15,0.27, -0.33, 7.66, 2.34, 1.6, 7.28, repro,
2009-03-16,1.15, 0.42, -1.96, 2.5, 1.7, 7.71, repro,
2009-03-17,-0.49, -0.15, 1.27, 2.32, 1.6, 7.25, repro,
2009-03-18,0.20, 1.60, -6.02, 2.34, 1.59, 7.28, repro,
2009-03-19,-0.82, 1.33, -4.60, 2.31, 1.61, 7.27, repro,
2009-03-20,3.18, 0.19, 6.26, 2.3, 1.57, 7.16, repro,
2009-03-21,1.44, 0.51, -1.89, 2.28, 1.55, 7.07, repro,
2009-03-22,2.16, -0.48, 2.48, 2.34, 1.6, 7.3, repro,
2009-03-23,1.32, 1.19, -1.22, 2.39, 1.62, 7.42, repro,
2009-03-24,0.85, 0.24, -7.43, 2.35, 1.62, 7.35, repro,
2009-03-25,1.75, -0.20, -3.33, 2.29, 1.59, 7.18, repro,
2009-03-26,1.28, 1.16, -0.16, 2.38, 1.6, 7.3, repro,
2009-03-27,2.47, 1.16, -3.85, 2.41, 1.61, 7.31, repro,
2009-03-28,1.93, 1.11, 1.81, 2.42, 1.65, 7.46, repro,
2009-03-29,2.92, 0.36, 4.43, 2.49, 1.68, 7.64, repro,
2009-03-30,0.87, 0.94, 3.93, 2.39, 1.63, 7.38, repro,
2009-03-31,0.33, -1.86, -7.85, 2.46, 1.65, 7.5, repro,
2009-04-01,2.41, 1.68, -1.62, 2.4, 1.62, 7.35, repro,
2009-04-02,0.24, 1.73, 6.79, 2.43, 1.65, 7.54, repro,
2009-04-03,2.22, 1.26, -1.54, 2.46, 1.66, 7.55, repro,
2009-04-04,2.01, 1.67, -4.06, 2.42, 1.62, 7.41, repro,
2009-04-05,2.04, 0.75, -7.82, 2.37, 1.61, 7.3, repro,
2009-04-06,1.30, 2.19, -4.56, 2.37, 1.58, 7.22, repro,
2009-04-07,1.70, 1.69, -2.71, 2.45, 1.65, 7.47, repro,
2009-04-08,2.44, 1.68, 2.06, 2.35, 1.57, 7.17, repro,
2009-04-09,1.10, 2.15, 2.01, 2.4, 1.61, 7.39, repro,
2009-04-10,0.86, 0.83, -1.47, 2.44, 1.66, 7.61, repro,
2009-04-11,0.13, 0.66, -0.54, 2.42, 1.62, 7.42, repro,
2009-04-12,0.68, -0.12, 1.00, 2.38, 1.61, 7.41, repro,
2009-04-13,1.03, 0.39, -8.62, 2.39, 1.59, 7.3, repro,
2009-04-14,0.51, -0.06, 0.02, 2.41, 1.62, 7.48, repro,
2009-04-15,2.35, 1.96, -3.13, 2.37, 1.59, 7.33, repro,
2009-04-16,1.60, 1.42, -12.12, 2.37, 1.61, 7.4, repro,
2009-04-17,-0.95, -1.41, -10.08, 2.36, 1.61, 7.35, repro,
2009-04-18,2.29, -0.10, -10.32, 2.37, 1.61, 7.39, repro,
2009-04-19,1.19, 1.24, -6.82, 2.39, 1.61, 7.44, repro,
2009-04-20,1.92, 2.50, -4.12, 2.45, 1.64, 7.63, repro,
2009-04-21,3.15, 0.52, -4.45, 2.37, 1.59, 7.36, repro,
2009-04-22,2.84, -2.19, 0.12, 2.38, 1.6, 7.42, repro,
2009-04-23,0.69, 1.03, -1.60, 2.54, 1.71, 7.87, repro,
2009-04-24,2.87, 1.53, 3.67, 2.47, 1.68, 7.71, repro,
2009-04-25,2.51, 1.53, 1.48, 2.39, 1.59, 7.45, repro,
2009-04-26,2.33, 1.89, -7.38, 2.38, 1.57, 7.35, repro,
2009-04-27,4.32, 1.08, -8.12, 2.47, 1.64, 7.6, repro,
2009-04-28,3.00, 1.40, -0.53, 2.41, 1.6, 7.48, repro,
2009-04-29,2.69, 2.23, -5.96, 2.51, 1.77, 8.01, repro,
2009-04-30,2.63, 2.01, -4.63, 2.58, 1.74, 8, repro,
2009-05-01,1.38, 0.97, -11.64, 2.4, 1.58, 7.34, repro,
2009-05-02,2.51, 2.12, -5.26, 2.43, 1.61, 7.45, repro,
2009-05-03,1.55, 2.71, 1.07, 2.45, 1.63, 7.53, repro,
2009-05-04,1.84, 0.93, -2.00, 2.41, 1.62, 7.45, repro,
2009-05-05,1.62, -0.12, 6.86, 2.49, 1.67, 7.67, repro,
2009-05-06,2.00, 1.01, 0.35, 2.38, 1.56, 7.28, repro,
2009-05-07,1.45, 1.69, -6.75, 2.42, 1.6, 7.55, repro,
2009-05-08,3.42, 2.98, -8.67, 2.38, 1.59, 7.3, repro,
2009-05-09,3.37, 2.13, -2.21, 2.48, 1.65, 7.62, repro,
2009-05-10,0.72, 1.84, -6.99, 2.46, 1.66, 7.6, repro,
2009-05-11,0.25, 1.06, 2.21, 2.43, 1.61, 7.5, repro,
2009-05-12,0.67, 1.60, 0.15, 2.52, 1.68, 7.79, repro,
2009-05-13,0.71, 1.79, 4.00, 2.45, 1.64, 7.59, repro,
2009-05-14,2.94, 1.86, -1.61, 2.47, 1.65, 7.71, repro,
2009-05-15,2.26, 2.30, -3.65, 2.57, 1.74, 7.96, repro,
2009-05-16,0.75, 0.87, -4.51, 2.39, 1.61, 7.46, repro,
2009-05-17,0.76, 2.42, -2.46, 2.47, 1.66, 7.69, repro,
2009-05-18,4.19, 1.90, -5.62, 2.41, 1.6, 7.55, repro,
2009-05-19,1.96, 0.41, 2.85, 2.44, 1.61, 7.58, repro,
2009-05-20,3.51, 1.10, 0.17, 2.43, 1.62, 7.58, repro,
2009-05-21,3.31, 1.17, -1.28, 2.42, 1.61, 7.56, repro,
2009-05-22,2.20, 2.11, -6.96, 2.52, 1.68, 7.86, repro,
2009-05-23,3.50, 1.45, -12.88, 2.48, 1.64, 7.8, repro,
2009-05-24,4.01, 1.04, -0.83, 2.48, 1.65, 7.79, repro,
2009-05-25,3.13, 1.41, -3.37, 2.57, 1.7, 8, repro,
2009-05-26,2.23, 1.12, 1.09, 2.44, 1.63, 7.68, repro,
2009-05-27,3.71, 1.10, -1.01, 2.43, 1.62, 7.73, repro,
2009-05-28,2.36, 0.73, -1.91, 2.53, 1.68, 7.9, repro,
2009-05-29,2.93, 1.65, -0.31, 2.5, 1.67, 7.82, repro,
2009-05-30,1.94, 0.51, -0.74, 2.46, 1.61, 7.72, repro,
2009-05-31,1.01, 2.10, 0.56, 2.42, 1.61, 7.64, repro,
2009-06-01,2.29, 1.27, -5.13, 2.45, 1.62, 7.7, repro,
2009-06-02,3.52, 2.12, -2.39, 2.45, 1.6, 7.52, repro,
2009-06-03,2.10, 1.96, -7.12, 2.4, 1.58, 7.5, repro,
2009-06-04,3.62, 0.18, -2.17, 2.54, 1.69, 7.8, repro,
2009-06-05,5.25, 0.84, 5.89, 2.48, 1.64, 7.64, repro,
2009-06-06,3.95, 0.57, 3.22, 2.47, 1.64, 7.66, repro,
2009-06-07,2.85, 0.50, 5.50, 2.5, 1.66, 7.85, repro,
2009-06-08,3.67, -0.15, 7.79, 2.45, 1.62, 7.53, repro,
2009-06-09,2.41, 2.19, 5.34, 3.03, 2.05, 9.37, repro,
2009-06-10,2.90, 0.32, 4.61, 2.46, 1.64, 7.63, repro,
2009-06-11,2.40, 1.38, 2.86, 2.51, 1.62, 7.68, repro,
2009-06-12,3.51, 1.76, -2.78, 2.49, 1.63, 7.7, repro,
2009-06-13,1.89, 0.69, 1.03, 2.42, 1.6, 7.5, repro,
2009-06-14,4.26, 0.77, -4.07, 2.46, 1.67, 7.75, repro,
2009-06-15,2.82, 1.72, -0.55, 2.55, 1.73, 7.94, repro,
2009-06-16,3.34, 1.42, 1.84, 2.49, 1.64, 7.69, repro,
2009-06-17,3.20, 1.15, 7.38, 2.52, 1.67, 7.84, repro,
2009-06-18,4.58, 1.06, -1.09, 2.45, 1.63, 7.64, repro,
2009-06-19,2.23, 0.41, 6.62, 2.45, 1.62, 7.57, repro,
2009-06-20,2.14, 0.66, 9.76, 2.41, 1.62, 7.49, repro,
2009-06-21,2.05, -0.14, 7.21, 2.4, 1.6, 7.38, repro,
2009-06-22,3.07, -0.15, 6.27, 2.5, 1.69, 7.7, repro,
2009-06-23,4.01, 0.86, -0.23, 2.79, 1.78, 8.43, repro,
2009-06-24,3.04, 1.47, 10.94, 2.63, 1.77, 8.22, repro,
2009-06-25,-1.42, 0.73, -0.41, 2.45, 1.65, 7.57, repro,
2009-06-26,3.09, 0.08, 7.95, 2.47, 1.67, 7.71, repro,
2009-06-27,2.53, 1.09, -2.15, 2.51, 1.72, 7.89, repro,
2009-06-28,2.35, 4.28, -6.07, 2.57, 1.75, 8.08, repro,
2009-06-29,1.96, 2.93, 8.40, 2.56, 1.72, 7.99, repro,
2009-06-30,3.50, 1.50, 5.61, 2.54, 1.74, 7.91, repro,
2009-07-01,2.46, 2.04, -4.72, 2.52, 1.76, 7.97, repro,
2009-07-02,3.03, 0.93, -1.93, 2.43, 1.62, 7.53, repro,
2009-07-03,2.31, 0.87, 5.54, 2.46, 1.66, 7.64, repro,
2009-07-04,4.54, 1.34, 0.10, 2.55, 1.74, 7.98, repro,
2009-07-05,3.20, 2.10, 4.57, 2.5, 1.66, 7.68, repro,
2009-07-06,1.76, 0.65, 11.43, 2.45, 1.64, 7.59, repro,
2009-07-07,1.02, 1.85, 10.17, 2.55, 1.69, 7.84, repro,
2009-07-08,2.72, 0.55, 9.24, 2.52, 1.69, 7.87, repro,
2009-07-09,2.00, 1.16, 6.38, 2.47, 1.66, 7.62, repro,
2009-07-10,3.43, 1.18, 4.00, 2.45, 1.62, 7.53, repro,
2009-07-11,0.44, 0.03, 9.74, 2.43, 1.63, 7.48, repro,
2009-07-12,2.36, 1.47, 1.67, 2.57, 1.7, 7.83, repro,
2009-07-13,0.50, 1.76, 5.83, 2.44, 1.61, 7.43, repro,
2009-07-14,1.46, 1.72, 6.45, 2.47, 1.68, 7.57, repro,
2009-07-15,2.19, 1.59, -0.72, 2.42, 1.63, 7.41, repro,
2009-07-16,3.57, 2.34, -1.55, 2.42, 1.62, 7.43, repro,
2009-07-17,3.50, 1.85, -2.31, 2.36, 1.6, 7.31, repro,
2009-07-18,4.10, 1.65, 7.02, 2.4, 1.61, 7.42, repro,
2009-07-19,3.11, 1.14, 6.05, 2.4, 1.61, 7.4, repro,
2009-07-20,2.65, 1.53, 2.88, 2.38, 1.6, 7.38, repro,
2009-07-21,1.97, 3.19, 7.02, 2.43, 1.65, 7.53, repro,
2009-07-22,2.67, 2.88, 13.30, 2.36, 1.58, 7.26, repro,
2009-07-23,1.90, 0.84, 7.86, 2.38, 1.58, 7.28, repro,
2009-07-24,0.53, 2.09, 10.27, 2.39, 1.64, 7.61, repro,
2009-07-25,3.23, 1.58, 10.31, 2.45, 1.63, 7.56, repro,
2009-07-26,4.48, 3.03, 6.39, 2.48, 1.65, 7.72, repro,
2009-07-27,2.66, 2.29, 4.95, 2.49, 1.65, 7.63, repro,
2009-07-28,3.41, 3.22, -2.35, 2.47, 1.65, 7.63, repro,
2009-07-29,3.22, 1.31, 8.00, 2.42, 1.6, 7.45, repro,
2009-07-30,1.23, 1.86, 4.15, 2.45, 1.59, 7.46, repro,
2009-07-31,2.25, 1.49, 4.27, 2.4, 1.62, 7.44, repro,
2009-08-01,5.38, 3.61, 3.33, 2.42, 1.65, 7.54, repro,
2009-08-02,1.75, 2.23, 7.89, 2.48, 1.64, 7.59, repro,
2009-08-03,2.12, 2.77, 6.62, 2.41, 1.61, 7.42, repro,
2009-08-04,1.30, 2.87, 6.31, 2.42, 1.61, 7.46, repro,
2009-08-05,2.72, 1.13, -0.52, 2.44, 1.61, 7.48, repro,
2009-08-06,1.60, 1.29, 7.89, 2.39, 1.6, 7.35, repro,
2009-08-07,2.19, 1.89, 12.71, 2.43, 1.63, 7.46, repro,
2009-08-08,1.70, 1.64, 8.03, 2.5, 1.68, 7.66, repro,
2009-08-09,0.33, 0.80, 6.13, 2.41, 1.6, 7.41, repro,
2009-08-10,2.12, 0.36, 4.68, 2.39, 1.6, 7.38, repro,
2009-08-11,2.97, 0.87, 4.95, 2.42, 1.6, 7.41, repro,
2009-08-12,1.78, 1.76, 6.14, 2.39, 1.59, 7.33, repro,
2009-08-13,1.71, 1.24, 6.77, 2.43, 1.63, 7.46, repro,
2009-08-14,3.14, 1.40, 5.62, 2.41, 1.61, 7.38, repro,
2009-08-15,2.74, 2.19, 13.07, 2.42, 1.61, 7.42, repro,
2009-08-16,1.31, 1.22, 10.17, 2.55, 1.64, 7.61, repro,
2009-08-17,3.59, 2.32, 6.48, 2.4, 1.61, 7.42, repro,
2009-08-18,2.69, 2.64, 13.19, 2.41, 1.62, 7.39, repro,
2009-08-19,4.90, 1.30, 6.48, 2.44, 1.6, 7.39, repro,
2009-08-20,3.47, 1.71, 3.43, 2.43, 1.59, 7.36, repro,
2009-08-21,2.02, 2.14, 9.24, 2.46, 1.64, 7.6, repro,
2009-08-22,0.55, 0.92, 15.06, 2.49, 1.65, 7.63, repro,
2009-08-23,3.85, 2.15, 12.27, 2.46, 1.64, 7.55, repro,
2009-08-24,1.65, 1.06, 7.35, 2.45, 1.66, 7.6, repro,
2009-08-25,-1.18, 0.89, 19.89, 2.49, 1.66, 7.69, repro,
2009-08-26,2.37, 2.49, 8.68, 2.54, 1.65, 7.67, repro,
2009-08-27,2.97, 1.88, 4.33, 2.47, 1.64, 7.58, repro,
2009-08-28,3.20, 3.25, 3.89, 2.37, 1.59, 7.34, repro,
2009-08-29,2.31, 3.75, 10.56, 2.43, 1.63, 7.51, repro,
2009-08-30,2.56, 2.42, 11.73, 2.41, 1.63, 7.47, repro,
2009-08-31,3.51, 1.44, 11.67, 2.5, 1.67, 7.71, repro,
2009-09-01,0.57, 3.00, 17.43, 2.48, 1.63, 7.58, repro,
2009-09-02,1.22, 2.74, 6.33, 2.54, 1.73, 7.96, repro,
2009-09-03,1.55, 1.44, 16.51, 2.46, 1.64, 7.61, repro,
2009-09-04,3.50, 2.62, 5.53, 2.41, 1.62, 7.48, repro,
2009-09-05,0.92, 2.27, 18.98, 2.48, 1.67, 7.68, repro,
2009-09-06,-1.59, 0.90, 13.58, 2.73, 1.79, 8.09, repro,
2009-09-07,3.08, 1.02, 7.82, 2.46, 1.63, 7.52, repro,
2009-09-08,1.55, 1.74, 11.57, 2.43, 1.63, 7.51, repro,
2009-09-09,-1.69, 3.49, 7.91, 2.84, 1.94, 8.91, repro,
2009-09-10,2.98, 3.36, 0.32, 2.5, 1.67, 7.75, repro,
2009-09-11,3.73, 3.09, 0.86, 2.59, 1.69, 7.83, repro,
2009-09-12,4.07, 3.01, 9.44, 2.39, 1.6, 7.34, repro,
2009-09-13,2.14, 2.21, 18.02, 2.44, 1.65, 7.62, repro,
2009-09-14,2.78, 3.45, 16.79, 2.6, 1.72, 7.98, repro,
2009-09-15,1.34, 2.38, 2.32, 2.48, 1.71, 7.78, repro,
2009-09-16,0.52, 2.03, 3.23, 2.43, 1.63, 7.59, repro,
2009-09-17,2.08, 3.37, 2.48, 2.45, 1.7, 7.81, repro,
2009-09-18,2.57, 1.74, 8.62, 2.46, 1.67, 7.76, repro,
2009-09-19,0.53, -0.42, 19.28, 2.55, 1.7, 7.96, repro,
2009-09-20,1.88, 2.96, 7.26, 2.48, 1.65, 7.68, repro,
2009-09-21,2.72, 2.12, -3.53, 2.51, 1.69, 7.81, repro,
2009-09-22,3.03, 1.80, 4.74, 2.48, 1.69, 7.7, repro,
2009-09-23,2.94, 1.84, 4.40, 2.45, 1.69, 7.68, repro,
2009-09-24,0.05, 2.84, 19.14, 2.43, 1.64, 7.6, repro,
2009-09-25,2.51, 3.48, 1.75, 2.47, 1.68, 7.68, repro,
2009-09-26,2.99, 3.42, 7.43, 2.42, 1.63, 7.5, repro,
2009-09-27,2.29, 3.21, 5.07, 2.44, 1.65, 7.56, repro,
2009-09-28,0.98, 2.87, 6.96, 2.52, 1.66, 7.7, repro,
2009-09-29,-0.12, 2.51, 11.75, 2.61, 1.71, 7.98, repro,
2009-09-30,0.85, 3.04, 13.32, 2.46, 1.65, 7.45, repro,
2009-10-01,0.89, 2.91, 3.37, 2.5, 1.67, 7.62, repro,
2009-10-02,3.56, 2.36, 4.01, 2.42, 1.63, 7.48, repro,
2009-10-03,5.02, 2.46, 0.85, 2.4, 1.62, 7.33, repro,
2009-10-04,3.79, 3.22, 2.17, 2.46, 1.64, 7.52, repro,
2009-10-05,4.24, 3.27, 2.96, 2.47, 1.65, 7.52, repro,
2009-10-06,3.16, 2.82, 6.50, 2.49, 1.67, 7.65, repro,
2009-10-07,2.00, 1.81, 11.55, 2.37, 1.59, 7.34, repro,
2009-10-08,2.04, 1.48, 4.86, 2.64, 1.78, 7.9, repro,
2009-10-09,2.90, 3.01, 6.77, 2.44, 1.64, 7.43, repro,
2009-10-10,2.64, 2.96, 7.18, 2.37, 1.61, 7.36, repro,
2009-10-11,3.86, 2.74, 3.63, 2.38, 1.61, 7.34, repro,
2009-10-12,3.01, 3.42, 5.56, 2.4, 1.61, 7.28, repro,
2009-10-13,4.06, 2.96, 15.78, 2.56, 1.7, 7.82, repro,
2009-10-14,2.57, 1.98, 24.91, 2.47, 1.65, 7.47, repro,
2009-10-15,3.35, 3.21, -1.44, 2.41, 1.66, 7.58, repro,
2009-10-16,1.79, 3.24, -2.70, 2.45, 1.68, 7.69, repro,
2009-10-17,2.81, 4.30, 4.96, 2.42, 1.66, 7.55, repro,
2009-10-18,2.04, 3.06, 6.63, 2.43, 1.67, 7.62, repro,
2009-10-19,2.75, 3.30, 3.57, 2.37, 1.65, 7.56, repro,
2009-10-20,3.36, 3.38, 0.55, 2.4, 1.67, 7.64, repro,
2009-10-21,2.66, 3.46, 5.19, 2.55, 1.76, 7.94, repro,
2009-10-22,2.82, 3.52, 7.72, 2.4, 1.66, 7.55, repro,
2009-10-23,1.94, 3.33, 15.38, 2.49, 1.7, 7.87, repro,
2009-10-24,2.52, 0.77, 6.85, 2.45, 1.68, 7.62, repro,
2009-10-25,3.95, 3.11, 2.75, 2.46, 1.7, 7.81, repro,
2009-10-26,1.14, 1.57, 5.12, 2.53, 1.75, 7.91, repro,
2009-10-27,2.18, 0.59, 11.20, 2.43, 1.67, 7.55, repro,
2009-10-28,2.77, 3.11, 11.85, 2.62, 1.81, 8.13, repro,
2009-10-29,3.93, 4.11, 5.08, 2.37, 1.63, 7.45, repro,
2009-10-30,0.06, 2.61, 10.35, 2.38, 1.65, 7.53, repro,
2009-10-31,0.83, 2.69, 14.39, 2.52, 1.7, 7.75, repro,
2009-11-01,4.16, 3.01, 1.82, 2.51, 1.73, 7.87, repro,
2009-11-02,2.47, 2.61, 4.32, 2.58, 1.75, 8.11, repro,
2009-11-03,3.71, 3.60, -0.07, 2.38, 1.66, 7.54, repro,
2009-11-04,4.70, 3.23, 3.34, 2.37, 1.64, 7.51, repro,
2009-11-05,8.23, 3.60, 9.97, 2.43, 1.7, 7.74, repro,
2009-11-06,3.31, 3.62, 23.08, 2.44, 1.7, 7.75, repro,
2009-11-07,2.36, 3.20, 17.87, 2.42, 1.69, 7.67, repro,
2009-11-08,0.61, 0.98, 10.75, 2.4, 1.68, 7.67, repro,
2009-11-09,5.41, 3.54, 6.22, 2.37, 1.69, 7.61, repro,
2009-11-10,3.52, 3.39, 0.93, 2.39, 1.67, 7.61, repro,
2009-11-11,3.19, 1.75, 14.45, 2.4, 1.69, 7.68, repro,
2009-11-12,3.44, 2.53, 14.37, 2.48, 1.77, 8.03, repro,
2009-11-13,1.20, 1.06, 18.98, 2.45, 1.72, 7.75, repro,
2009-11-14,4.00, 2.68, 5.64, 2.5, 1.78, 7.94, repro,
2009-11-15,1.16, 3.81, 12.05, 2.45, 1.7, 7.73, repro,
2009-11-16,6.15, 6.25, 9.33, 2.36, 1.63, 7.43, repro,
2009-11-17,4.69, 5.42, 17.54, 2.48, 1.68, 7.68, repro,
2009-11-18,0.66, 3.57, 5.61, 2.53, 1.71, 7.75, repro,
2009-11-19,5.49, 4.98, 15.22, 2.41, 1.69, 7.57, repro,
2009-11-20,4.64, 2.34, 15.36, 2.35, 1.65, 7.48, repro,
2009-11-21,-0.37, -0.61, 13.17, 2.41, 1.66, 7.45, repro,
2009-11-22,3.58, 1.67, 11.63, 2.35, 1.64, 7.4, repro,
2009-11-23,2.56, 2.43, 7.97, 2.34, 1.6, 7.27, repro,
2009-11-24,1.90, 2.78, -2.43, 2.42, 1.65, 7.48, repro,
2009-11-25,2.24, 3.42, -4.90, 2.38, 1.65, 7.5, repro,
2009-11-26,3.60, 4.13, -1.63, 2.41, 1.65, 7.54, repro,
2009-11-27,3.74, 3.14, -1.26, 2.46, 1.69, 7.63, repro,
2009-11-28,2.83, 3.68, 5.31, 2.36, 1.62, 7.35, repro,
2009-11-29,1.55, 2.22, 5.48, 2.37, 1.61, 7.32, repro,
2009-11-30,1.78, 0.72, -0.20, 2.35, 1.6, 7.27, repro,
2009-12-01,5.88, 3.50, -7.07, 2.44, 1.69, 7.75, repro,
2009-12-02,4.02, 3.60, -4.42, 2.39, 1.63, 7.45, repro,
2009-12-03,3.72, 3.26, -1.98, 2.38, 1.61, 7.35, repro,
2009-12-04,4.03, 4.75, 2.24, 2.43, 1.64, 7.53, repro,
2009-12-05,3.20, 2.30, 5.76, 2.49, 1.67, 7.69, repro,
2009-12-06,4.91, 4.65, -6.11, 2.43, 1.65, 7.62, repro,
2009-12-07,4.96, 2.69, -0.39, 2.37, 1.62, 7.44, repro,
2009-12-08,3.36, 3.01, 0.88, 2.46, 1.66, 7.58, repro,
2009-12-09,4.08, 3.55, 5.10, 2.49, 1.69, 7.88, repro,
2009-12-10,4.12, 3.30, 4.94, 2.38, 1.61, 7.38, repro,
2009-12-11,4.77, 3.34, 0.05, 2.46, 1.68, 7.74, repro,
