PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P349
Station name, WonderlandCN2005
Begin Date, 2005-10-28
End Date, 2026-06-18
Release Date, 2026-06-19
Source file, P349.cwu.nam14.pos
Offset from source file, 39.31 mm North, -41.12 mm East, -10.53 mm Vertical
Reference position, 40.7310854858 North Latitude, -122.3193518852 East Longitude, 275.40037 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-07-13,39.08, -38.26, -20.20, 2.12, 1.58, 7.44, repro,
2011-07-14,40.68, -37.45, -28.87, 2.16, 1.65, 7.74, repro,
2011-07-15,37.57, -38.80, -14.15, 2.06, 1.58, 7.36, repro,
2011-07-16,36.53, -38.41, -13.13, 2.09, 1.58, 7.4, repro,
2011-07-17,36.07, -38.53, -13.63, 2.08, 1.57, 7.32, repro,
2011-07-18,37.76, -37.46, -24.21, 2.07, 1.58, 7.33, repro,
2011-07-19,37.52, -40.03, -8.25, 2.16, 1.65, 7.63, repro,
2011-07-20,40.76, -39.06, -19.64, 2.1, 1.58, 7.35, repro,
2011-07-21,37.93, -39.54, -13.73, 2.08, 1.57, 7.33, repro,
2011-07-22,40.02, -37.55, -18.42, 2.1, 1.58, 7.4, repro,
2011-07-23,38.34, -40.12, -17.63, 2.09, 1.59, 7.38, repro,
2011-07-24,35.33, -35.98, -17.50, 2.09, 1.57, 7.34, repro,
2011-07-25,39.02, -38.92, -19.82, 2.08, 1.57, 7.31, repro,
2011-07-26,39.09, -39.49, -12.45, 2.08, 1.57, 7.32, repro,
2011-07-27,37.85, -38.56, -23.47, 2.1, 1.59, 7.41, repro,
2011-07-28,41.61, -39.35, -18.30, 2.12, 1.61, 7.49, repro,
2011-07-29,38.05, -39.23, -17.84, 2.06, 1.56, 7.26, repro,
2011-07-30,38.17, -39.11, -10.17, 2.08, 1.56, 7.25, repro,
2011-07-31,38.55, -39.42, -9.25, 2.1, 1.58, 7.41, repro,
2011-08-01,38.78, -37.26, -10.43, 2.12, 1.59, 7.49, repro,
2011-08-02,37.60, -38.07, -19.76, 2.09, 1.57, 7.34, repro,
2011-08-03,38.72, -37.78, -20.29, 2.2, 1.7, 7.82, repro,
2011-08-04,37.82, -38.04, -22.14, 2.06, 1.57, 7.29, repro,
2011-08-05,39.36, -39.40, -18.27, 2.07, 1.57, 7.32, repro,
2011-08-06,37.61, -39.57, -23.09, 2.09, 1.6, 7.38, repro,
2011-08-07,38.97, -38.59, -18.11, 2.07, 1.57, 7.33, repro,
2011-08-08,38.77, -38.74, -23.20, 2.06, 1.56, 7.3, repro,
2011-08-09,39.41, -37.56, -15.08, 2.05, 1.57, 7.27, repro,
2011-08-10,36.61, -39.45, -6.15, 2.14, 1.62, 7.58, repro,
2011-08-11,38.03, -39.15, -11.74, 2.2, 1.63, 7.85, repro,
2011-08-12,38.75, -38.59, -17.44, 2.19, 1.62, 7.8, repro,
2011-08-13,39.84, -36.89, -12.16, 2.13, 1.61, 7.54, repro,
2011-08-14,39.47, -40.07, -19.96, 2.12, 1.61, 7.47, repro,
2011-08-15,39.31, -38.87, -14.07, 2.11, 1.59, 7.41, repro,
2011-08-16,37.03, -39.54, -10.37, 2.12, 1.6, 7.44, repro,
2011-08-17,39.28, -39.61, -11.50, 2.08, 1.58, 7.32, repro,
2011-08-18,37.03, -38.79, -16.94, 2.08, 1.58, 7.35, repro,
2011-08-19,37.91, -41.20, -5.39, 2.08, 1.58, 7.33, repro,
2011-08-20,36.63, -40.12, -12.18, 2.08, 1.59, 7.41, repro,
2011-08-21,38.95, -40.36, -9.78, 2.09, 1.59, 7.36, repro,
2011-08-22,39.62, -39.79, -8.58, 2.08, 1.57, 7.3, repro,
2011-08-23,40.75, -40.53, -6.54, 2.16, 1.62, 7.5, repro,
2011-08-24,38.95, -40.03, -6.48, 2.09, 1.59, 7.41, repro,
2011-08-25,37.04, -41.24, -3.98, 2.1, 1.6, 7.48, repro,
2011-08-26,37.61, -39.42, -13.49, 2.16, 1.66, 7.64, repro,
2011-08-27,39.33, -37.35, -7.04, 2.14, 1.61, 7.54, repro,
2011-08-28,38.81, -40.31, -15.53, 2.11, 1.6, 7.43, repro,
2011-08-29,38.13, -39.33, -6.26, 2.09, 1.59, 7.38, repro,
2011-08-30,37.18, -39.33, -10.38, 2.18, 1.61, 7.57, repro,
2011-08-31,36.32, -40.49, -0.25, 2.17, 1.62, 7.63, repro,
2011-09-01,38.73, -38.70, -13.65, 2.14, 1.61, 7.54, repro,
2011-09-02,37.34, -38.44, -6.20, 2.14, 1.62, 7.61, repro,
2011-09-03,39.38, -39.84, -7.81, 2.05, 1.56, 7.24, repro,
2011-09-04,37.85, -40.34, -10.36, 2.07, 1.56, 7.27, repro,
2011-09-05,37.17, -39.92, -8.60, 2.1, 1.57, 7.33, repro,
2011-09-06,38.11, -37.80, -5.01, 2.1, 1.59, 7.4, repro,
2011-09-07,38.36, -38.79, -11.65, 2.11, 1.59, 7.37, repro,
2011-09-08,37.73, -40.06, -5.48, 2.09, 1.58, 7.35, repro,
2011-09-09,37.77, -39.35, -10.88, 2.07, 1.59, 7.31, repro,
2011-09-10,37.69, -40.17, -6.53, 2.12, 1.6, 7.45, repro,
2011-09-11,38.55, -38.24, -5.23, 2.12, 1.59, 7.43, repro,
2011-09-12,38.21, -38.87, -10.73, 2.14, 1.6, 7.44, repro,
2011-09-13,38.92, -39.14, -0.71, 2.17, 1.65, 7.65, repro,
2011-09-14,37.58, -39.12, -6.15, 2.06, 1.57, 7.24, repro,
2011-09-15,38.40, -39.70, -13.41, 2.07, 1.58, 7.35, repro,
2011-09-16,36.08, -36.62, -2.60, 2.14, 1.65, 7.57, repro,
2011-09-17,40.29, -40.88, 1.38, 2.11, 1.59, 7.44, repro,
2011-09-18,37.58, -40.08, -8.51, 2.09, 1.58, 7.38, repro,
2011-09-19,38.64, -39.54, -2.36, 2.12, 1.6, 7.45, repro,
2011-09-20,39.42, -39.54, -9.95, 2.08, 1.62, 7.39, repro,
2011-09-21,39.26, -40.08, -7.89, 2.08, 1.57, 7.28, repro,
2011-09-22,39.12, -38.90, -3.96, 2.1, 1.59, 7.38, repro,
2011-09-23,38.45, -38.47, -8.56, 2.11, 1.58, 7.36, repro,
2011-09-24,38.03, -38.87, -4.23, 2.14, 1.6, 7.39, repro,
2011-09-25,39.89, -38.79, -0.23, 2.1, 1.59, 7.42, repro,
2011-09-26,37.72, -38.34, -4.70, 2.15, 1.61, 7.43, repro,
2011-09-27,38.19, -39.65, -4.45, 2.08, 1.57, 7.29, repro,
2011-09-28,38.30, -40.61, -8.61, 2.14, 1.63, 7.42, repro,
2011-09-29,38.78, -38.24, -9.50, 2.19, 1.63, 7.49, repro,
2011-09-30,40.26, -38.03, -2.01, 2.13, 1.64, 7.49, repro,
2011-10-01,40.33, -38.21, -7.08, 2.15, 1.64, 7.51, repro,
2011-10-02,36.19, -39.08, -7.70, 2.16, 1.64, 7.51, repro,
2011-10-03,39.37, -40.53, -11.31, 2.17, 1.66, 7.59, repro,
2011-10-04,37.01, -40.33, -8.69, 2.15, 1.61, 7.42, repro,
2011-10-05,37.72, -41.66, -5.32, 2.16, 1.61, 7.48, repro,
2011-10-06,39.87, -40.38, -1.69, 2.14, 1.65, 7.49, repro,
2011-10-07,39.57, -40.31, -6.89, 2.13, 1.59, 7.36, repro,
2011-10-08,39.82, -39.64, -16.72, 2.16, 1.65, 7.53, repro,
2011-10-09,36.64, -40.73, -10.27, 2.15, 1.65, 7.51, repro,
2011-10-10,39.40, -41.11, -4.80, 2.15, 1.61, 7.45, repro,
2011-10-11,38.82, -38.43, -5.94, 2.18, 1.64, 7.61, repro,
2011-10-12,41.81, -43.00, -8.79, 2.14, 1.6, 7.4, repro,
2011-10-13,36.11, -39.00, -15.94, 2.15, 1.61, 7.47, repro,
2011-10-14,39.33, -40.57, -7.28, 2.14, 1.6, 7.41, repro,
2011-10-15,37.45, -39.69, -8.13, 2.1, 1.58, 7.37, repro,
2011-10-16,38.80, -39.73, -4.80, 2.1, 1.61, 7.37, repro,
2011-10-17,41.49, -37.97, -11.87, 2.1, 1.57, 7.3, repro,
2011-10-18,39.12, -39.32, -9.58, 2.09, 1.58, 7.31, repro,
2011-10-19,39.07, -40.03, -1.52, 2.16, 1.67, 7.58, repro,
2011-10-20,36.74, -40.66, -5.60, 2.11, 1.6, 7.42, repro,
2011-10-21,35.79, -39.68, -13.35, 2.09, 1.58, 7.33, repro,
2011-10-22,41.15, -39.60, -9.38, 2.06, 1.57, 7.22, repro,
2011-10-23,41.28, -39.19, -11.58, 2.1, 1.57, 7.31, repro,
2011-10-24,38.70, -40.33, -2.04, 2.09, 1.58, 7.31, repro,
2011-10-25,38.60, -38.30, -14.16, 2.12, 1.61, 7.54, repro,
2011-10-26,37.73, -39.15, -10.15, 2.08, 1.58, 7.31, repro,
2011-10-27,39.35, -38.72, -4.82, 2.07, 1.56, 7.21, repro,
2011-10-28,40.89, -39.04, -7.37, 2.1, 1.62, 7.39, repro,
2011-10-29,42.21, -39.77, -16.71, 2.09, 1.59, 7.34, repro,
2011-10-30,37.42, -40.79, -19.30, 2.09, 1.58, 7.32, repro,
2011-10-31,36.77, -40.42, -10.86, 2.1, 1.59, 7.44, repro,
2011-11-01,32.37, -39.62, -7.85, 2.14, 1.65, 7.68, repro,
2011-11-02,39.42, -40.69, -19.19, 2.09, 1.56, 7.24, repro,
2011-11-03,41.42, -40.23, -9.05, 2.13, 1.62, 7.52, repro,
2011-11-04,38.82, -41.14, -1.19, 2.16, 1.62, 7.61, repro,
2011-11-05,38.76, -41.78, 0.10, 2.13, 1.61, 7.49, repro,
2011-11-06,36.98, -42.06, -7.20, 2.12, 1.59, 7.43, repro,
2011-11-07,41.39, -41.52, -17.14, 2.08, 1.55, 7.2, repro,
2011-11-08,39.75, -41.02, -21.88, 2.14, 1.6, 7.51, repro,
2011-11-09,40.59, -39.78, -21.93, 2.12, 1.61, 7.42, repro,
2011-11-10,38.07, -40.83, -11.06, 2.17, 1.61, 7.46, repro,
2011-11-11,35.71, -41.07, -0.31, 2.09, 1.57, 7.25, repro,
2011-11-12,37.15, -41.85, -5.41, 2.08, 1.57, 7.22, repro,
2011-11-13,39.47, -41.35, -4.23, 2.1, 1.58, 7.31, repro,
2011-11-14,40.04, -41.05, -6.61, 2.1, 1.6, 7.39, repro,
2011-11-15,39.21, -41.32, 1.48, 2.13, 1.6, 7.42, repro,
2011-11-16,39.49, -40.68, -11.83, 2.11, 1.58, 7.36, repro,
2011-11-17,37.50, -41.89, -10.45, 2.12, 1.59, 7.44, repro,
2011-11-18,37.68, -42.06, -10.46, 2.13, 1.59, 7.44, repro,
2011-11-19,40.28, -41.50, -8.93, 2.13, 1.62, 7.58, repro,
2011-11-20,39.87, -40.57, -6.94, 2.08, 1.58, 7.31, repro,
2011-11-21,39.99, -40.97, -6.01, 2.1, 1.57, 7.27, repro,
2011-11-22,38.84, -41.92, -11.88, 2.15, 1.62, 7.58, repro,
2011-11-23,39.55, -40.73, -13.25, 2.18, 1.63, 7.52, repro,
2011-11-24,38.30, -41.07, -12.19, 2.1, 1.57, 7.32, repro,
2011-11-25,39.55, -39.39, -10.97, 2.13, 1.6, 7.51, repro,
2011-11-26,39.27, -41.30, -10.92, 2.11, 1.6, 7.44, repro,
2011-11-27,37.73, -40.07, -17.41, 2.1, 1.61, 7.42, repro,
2011-11-28,37.89, -41.84, -9.52, 2.12, 1.6, 7.47, repro,
2011-11-29,37.06, -41.02, -13.30, 2.09, 1.57, 7.34, repro,
2011-11-30,39.38, -40.91, -18.15, 2.19, 1.63, 7.72, repro,
2011-12-01,35.85, -43.15, -5.85, 2.07, 1.56, 7.26, repro,
2011-12-02,38.27, -42.02, -7.84, 2.16, 1.66, 7.62, repro,
2011-12-03,37.26, -43.38, -15.88, 2.16, 1.66, 7.56, repro,
2011-12-04,39.77, -40.68, -18.20, 2.14, 1.63, 7.56, repro,
2011-12-05,39.74, -40.40, -14.62, 2.12, 1.61, 7.5, repro,
2011-12-06,40.03, -40.84, -17.21, 2.11, 1.6, 7.44, repro,
2011-12-07,39.98, -40.84, -13.05, 2.12, 1.61, 7.49, repro,
2011-12-08,40.87, -39.61, -13.56, 2.11, 1.62, 7.49, repro,
2011-12-09,40.68, -41.19, -17.46, 2.11, 1.61, 7.46, repro,
2011-12-10,38.51, -40.36, -13.25, 2.1, 1.6, 7.43, repro,
2011-12-11,38.60, -41.14, -10.69, 2.12, 1.61, 7.48, repro,
2011-12-12,39.19, -41.44, -1.02, 2.1, 1.6, 7.46, repro,
2011-12-13,39.72, -40.41, -3.92, 2.12, 1.61, 7.48, repro,
2011-12-14,36.73, -41.00, -9.31, 2.1, 1.61, 7.46, repro,
2011-12-15,40.22, -40.90, -9.66, 2.15, 1.6, 7.49, repro,
2011-12-16,38.01, -37.94, -13.82, 2.15, 1.59, 7.47, repro,
2011-12-17,40.49, -39.84, -9.69, 2.04, 1.55, 7.21, repro,
2011-12-18,39.03, -40.99, -10.42, 2.05, 1.55, 7.19, repro,
2011-12-19,35.06, -43.47, 2.53, 2.1, 1.59, 7.41, repro,
2011-12-20,39.02, -41.41, -14.31, 2.07, 1.59, 7.36, repro,
2011-12-21,39.23, -38.80, -6.77, 2.06, 1.57, 7.28, repro,
2011-12-22,40.36, -38.69, -19.78, 2.04, 1.55, 7.16, repro,
2011-12-23,39.91, -40.80, -17.89, 2.1, 1.59, 7.34, repro,
2011-12-24,41.21, -40.83, -14.67, 2.09, 1.59, 7.34, repro,
2011-12-25,38.76, -40.85, -18.27, 2.09, 1.59, 7.31, repro,
2011-12-26,39.52, -40.53, -5.37, 2.09, 1.6, 7.36, repro,
2011-12-27,40.14, -41.52, -5.78, 2.07, 1.59, 7.28, repro,
2011-12-28,37.45, -40.48, -8.84, 2.08, 1.58, 7.28, repro,
2011-12-29,38.15, -40.63, -11.03, 2.1, 1.59, 7.35, repro,
2011-12-30,41.13, -42.08, -5.85, 2.12, 1.59, 7.38, repro,
2011-12-31,41.61, -41.38, -17.17, 2.04, 1.54, 7.11, repro,
2012-01-01,40.80, -42.00, -12.80, 2.05, 1.56, 7.21, repro,
2012-01-02,40.60, -42.23, -13.17, 2.05, 1.58, 7.21, repro,
2012-01-03,40.03, -41.17, -12.74, 2.1, 1.58, 7.29, repro,
2012-01-04,39.63, -41.15, -13.04, 2.1, 1.59, 7.33, repro,
2012-01-05,40.27, -41.55, -3.88, 2.1, 1.58, 7.36, repro,
2012-01-06,41.31, -42.05, -6.92, 2.06, 1.55, 7.23, repro,
2012-01-07,39.16, -41.72, -9.91, 2.03, 1.54, 7.1, repro,
2012-01-08,41.12, -40.38, -10.36, 2.05, 1.55, 7.19, repro,
2012-01-09,41.88, -42.30, -8.56, 2.06, 1.54, 7.17, repro,
2012-01-10,39.68, -40.94, -8.10, 2.05, 1.55, 7.18, repro,
2012-01-11,42.58, -41.26, -14.02, 2.07, 1.57, 7.28, repro,
2012-01-12,41.28, -42.69, -15.31, 2.03, 1.54, 7.14, repro,
2012-01-13,40.03, -42.48, -10.35, 2.04, 1.54, 7.17, repro,
2012-01-14,39.69, -41.90, -11.20, 2.06, 1.55, 7.22, repro,
2012-01-15,38.88, -41.76, -2.78, 2.11, 1.61, 7.43, repro,
2012-01-16,40.81, -43.22, -4.61, 2.05, 1.56, 7.25, repro,
2012-01-17,38.42, -43.20, -11.79, 2.05, 1.54, 7.18, repro,
2012-01-18,37.66, -43.92, -10.40, 2.09, 1.6, 7.4, repro,
2012-01-19,39.35, -46.36, -14.07, 2.06, 1.57, 7.29, repro,
2012-01-20,35.73, -43.64, -1.64, 2.07, 1.57, 7.28, repro,
2012-01-21,41.41, -42.27, 1.90, 2.06, 1.57, 7.29, repro,
2012-01-22,40.34, -43.52, -9.11, 2.05, 1.55, 7.22, repro,
2012-01-23,41.83, -43.87, -15.31, 2.06, 1.58, 7.31, repro,
2012-01-24,42.52, -42.68, -12.51, 2.03, 1.55, 7.17, repro,
2012-01-25,40.33, -42.86, -17.08, 2.11, 1.59, 7.35, repro,
2012-01-26,42.36, -42.62, -14.44, 2.15, 1.65, 7.51, repro,
2012-01-27,44.59, -39.69, -15.88, 2.13, 1.63, 7.5, repro,
2012-01-28,42.14, -41.35, -26.98, 2.05, 1.55, 7.22, repro,
2012-01-29,40.07, -43.36, -12.96, 2.08, 1.59, 7.41, repro,
2012-01-30,39.50, -42.00, -3.04, 2.06, 1.56, 7.28, repro,
2012-01-31,39.92, -42.11, -0.39, 2.05, 1.55, 7.21, repro,
2012-02-01,42.08, -42.56, -12.74, 2.04, 1.55, 7.18, repro,
2012-02-02,41.09, -43.18, -16.84, 2.06, 1.56, 7.25, repro,
2012-02-03,39.37, -42.86, -17.03, 2.05, 1.57, 7.26, repro,
2012-02-04,40.72, -42.40, -13.54, 2.11, 1.63, 7.46, repro,
2012-02-05,40.76, -42.98, -9.22, 2.06, 1.59, 7.34, repro,
2012-02-06,41.11, -42.01, -6.41, 2.08, 1.56, 7.26, repro,
2012-02-07,42.49, -42.89, -17.48, 2.15, 1.61, 7.57, repro,
2012-02-08,40.76, -43.24, -16.52, 2.08, 1.59, 7.36, repro,
2012-02-09,40.14, -43.89, -15.85, 2.09, 1.59, 7.33, repro,
2012-02-10,39.95, -42.04, -12.26, 2.09, 1.59, 7.3, repro,
2012-02-11,39.17, -43.04, -8.45, 2.1, 1.59, 7.32, repro,
2012-02-12,41.48, -42.37, -13.07, 2.11, 1.57, 7.32, repro,
2012-02-13,40.06, -43.81, -8.51, 2.1, 1.58, 7.34, repro,
2012-02-14,40.26, -44.36, -9.41, 2.1, 1.57, 7.27, repro,
2012-02-15,39.38, -42.87, -5.22, 2.08, 1.57, 7.24, repro,
2012-02-16,40.31, -42.22, -16.48, 2.09, 1.58, 7.3, repro,
2012-02-17,39.19, -42.64, -11.75, 2.1, 1.59, 7.37, repro,
2012-02-18,38.14, -44.38, -19.13, 2.11, 1.58, 7.29, repro,
2012-02-19,41.37, -44.07, -15.61, 2.09, 1.58, 7.32, repro,
2012-02-20,37.75, -45.71, -10.17, 2.1, 1.58, 7.3, repro,
2012-02-21,38.60, -43.11, -3.13, 2.15, 1.62, 7.5, repro,
2012-02-22,39.05, -43.66, -6.50, 2.16, 1.63, 7.58, repro,
2012-02-23,40.03, -43.62, -1.44, 2.13, 1.59, 7.42, repro,
2012-02-24,39.76, -43.10, -13.13, 2.08, 1.55, 7.26, repro,
2012-02-25,38.95, -42.82, -13.97, 2.1, 1.58, 7.38, repro,
2012-02-26,40.45, -44.32, -19.78, 2.11, 1.6, 7.4, repro,
2012-02-27,40.30, -43.09, -10.53, 2.14, 1.6, 7.48, repro,
2012-02-28,41.26, -44.87, -5.07, 2.12, 1.58, 7.38, repro,
2012-02-29,40.95, -43.94, -8.46, 2.08, 1.55, 7.22, repro,
2012-03-01,40.07, -42.83, -13.17, 2.14, 1.59, 7.46, repro,
2012-03-02,40.48, -44.50, -14.05, 2.1, 1.58, 7.32, repro,
2012-03-03,42.22, -42.61, -17.94, 2.06, 1.54, 7.19, repro,
2012-03-04,40.46, -44.03, -15.29, 2.04, 1.54, 7.14, repro,
2012-03-05,42.61, -44.70, -14.32, 2.07, 1.55, 7.21, repro,
2012-03-06,42.16, -43.02, -6.42, 2.14, 1.6, 7.34, repro,
2012-03-07,37.41, -45.02, -10.27, 2.1, 1.58, 7.29, repro,
2012-03-08,40.98, -43.09, -17.47, 2.1, 1.57, 7.27, repro,
2012-03-09,40.96, -43.86, -21.94, 2.14, 1.59, 7.41, repro,
2012-03-10,40.77, -43.56, -5.33, 2.14, 1.59, 7.42, repro,
2012-03-11,40.84, -44.01, -10.11, 2.11, 1.59, 7.4, repro,
2012-03-12,39.74, -45.10, -9.32, 2.12, 1.58, 7.33, repro,
2012-03-13,40.71, -44.79, -10.60, 2.08, 1.55, 7.24, repro,
2012-03-14,41.93, -45.75, -14.15, 2.15, 1.59, 7.5, repro,
2012-03-15,43.43, -44.77, -20.42, 2.13, 1.58, 7.33, repro,
2012-03-16,42.79, -45.12, -4.31, 2.07, 1.56, 7.26, repro,
2012-03-17,43.55, -43.93, -12.28, 2.09, 1.56, 7.26, repro,
2012-03-18,39.07, -45.13, -9.80, 2.18, 1.6, 7.44, repro,
2012-03-19,39.76, -45.23, -15.29, 2.12, 1.57, 7.34, repro,
2012-03-20,42.46, -44.83, -18.54, 2.09, 1.55, 7.24, repro,
2012-03-21,43.35, -45.06, -16.95, 2.1, 1.57, 7.25, repro,
2012-03-22,41.78, -44.70, -23.13, 2.1, 1.57, 7.3, repro,
2012-03-23,41.28, -44.54, -22.36, 2.12, 1.62, 7.36, repro,
2012-03-24,40.82, -46.06, -20.51, 2.12, 1.58, 7.33, repro,
2012-03-25,42.83, -46.42, -16.71, 2.07, 1.54, 7.19, repro,
2012-03-26,42.63, -45.29, -18.60, 2.06, 1.55, 7.21, repro,
2012-03-27,43.56, -44.79, -18.29, 2.11, 1.6, 7.36, repro,
2012-03-28,40.41, -46.26, -14.20, 2.11, 1.57, 7.27, repro,
2012-03-29,40.28, -45.34, -20.51, 2.12, 1.59, 7.39, repro,
2012-03-30,40.73, -46.35, -17.31, 2.12, 1.59, 7.39, repro,
2012-03-31,43.49, -46.42, -13.94, 2.07, 1.56, 7.3, repro,
2012-04-01,42.40, -45.56, -20.64, 2.04, 1.54, 7.15, repro,
2012-04-02,42.39, -43.73, -27.26, 2.03, 1.54, 7.13, repro,
2012-04-03,40.63, -44.49, -30.93, 2.06, 1.55, 7.25, repro,
2012-04-04,41.98, -45.64, -19.48, 2.06, 1.55, 7.26, repro,
2012-04-05,41.97, -47.52, -21.87, 2.04, 1.54, 7.16, repro,
2012-04-06,41.74, -45.64, -21.26, 2.04, 1.54, 7.17, repro,
2012-04-07,41.11, -44.64, -25.54, 2.03, 1.54, 7.1, repro,
2012-04-08,40.81, -44.45, -27.79, 2.04, 1.56, 7.26, repro,
2012-04-09,41.35, -44.68, -23.08, 2.11, 1.59, 7.47, repro,
2012-04-10,42.38, -45.05, -17.40, 2.08, 1.55, 7.27, repro,
2012-04-11,40.02, -45.32, -13.73, 2.06, 1.56, 7.27, repro,
2012-04-12,43.61, -44.83, -17.44, 2.06, 1.58, 7.36, repro,
2012-04-13,43.07, -44.10, -20.33, 2.03, 1.54, 7.13, repro,
2012-04-14,41.25, -43.98, -18.31, 2.05, 1.54, 7.17, repro,
2012-04-15,41.10, -43.99, -24.47, 2.06, 1.55, 7.23, repro,
2012-04-16,41.61, -43.91, -25.08, 2.07, 1.56, 7.31, repro,
2012-04-17,42.89, -45.74, -19.90, 2.05, 1.54, 7.19, repro,
2012-04-18,44.65, -46.68, -23.04, 2.04, 1.52, 7.11, repro,
2012-04-19,42.87, -45.03, -27.12, 2.05, 1.53, 7.17, repro,
2012-04-20,44.00, -44.35, -30.18, 2.03, 1.54, 7.16, repro,
2012-04-21,42.44, -45.60, -18.72, 2.05, 1.55, 7.2, repro,
2012-04-22,41.00, -44.63, -14.04, 2.03, 1.54, 7.14, repro,
2012-04-23,42.67, -43.64, -14.47, 2.04, 1.54, 7.16, repro,
2012-04-24,42.90, -45.03, -20.13, 2.06, 1.56, 7.15, repro,
2012-04-25,44.34, -45.34, -23.58, 2.08, 1.56, 7.24, repro,
2012-04-26,43.54, -44.37, -28.25, 2.07, 1.54, 7.25, repro,
2012-04-27,43.22, -45.15, -31.02, 2.15, 1.56, 7.4, repro,
2012-04-28,42.49, -44.67, -32.52, 2.04, 1.54, 7.18, repro,
2012-04-29,43.86, -42.96, -24.38, 2.04, 1.54, 7.14, repro,
2012-04-30,41.99, -47.90, -12.23, 2.08, 1.54, 7.25, repro,
2012-05-01,42.15, -44.08, -22.90, 2.11, 1.59, 7.47, repro,
2012-05-02,42.37, -44.82, -17.59, 2.1, 1.58, 7.43, repro,
2012-05-03,41.98, -45.44, -24.75, 2.04, 1.54, 7.13, repro,
2012-05-04,44.93, -44.57, -18.45, 2.03, 1.54, 7.17, repro,
2012-05-05,44.17, -41.40, -24.50, 2.03, 1.52, 7.06, repro,
2012-05-06,40.77, -44.80, -17.94, 2.05, 1.56, 7.28, repro,
2012-05-07,43.13, -43.95, -27.70, 2.08, 1.56, 7.25, repro,
2012-05-08,43.49, -43.85, -28.55, 2.04, 1.53, 7.14, repro,
2012-05-09,41.68, -44.46, -21.67, 2.03, 1.53, 7.1, repro,
2012-05-10,41.05, -40.92, -21.38, 2.05, 1.54, 7.19, repro,
2012-05-11,44.38, -43.55, -19.28, 2.04, 1.53, 7.15, repro,
2012-05-12,42.44, -45.98, -24.44, 2.06, 1.56, 7.28, repro,
2012-05-13,40.76, -43.74, -23.03, 2.06, 1.53, 7.24, repro,
2012-05-14,42.41, -43.11, -29.26, 2.05, 1.53, 7.21, repro,
2012-05-15,43.85, -43.72, -22.46, 2.03, 1.52, 7.09, repro,
2012-05-16,44.87, -45.95, -20.97, 2.02, 1.53, 7.13, repro,
2012-05-17,43.82, -44.94, -21.83, 2.07, 1.56, 7.3, repro,
2012-05-18,43.84, -42.87, -24.78, 2.11, 1.61, 7.52, repro,
2012-05-19,45.13, -44.34, -19.97, 2.08, 1.57, 7.3, repro,
2012-05-20,44.24, -43.94, -14.19, 2.07, 1.58, 7.32, repro,
2012-05-21,46.01, -42.89, -12.63, 2.08, 1.58, 7.31, repro,
2012-05-22,44.79, -44.09, -24.73, 2.1, 1.58, 7.39, repro,
2012-05-23,44.88, -44.44, -17.47, 2.1, 1.59, 7.44, repro,
2012-05-24,41.36, -43.12, -11.07, 2.14, 1.6, 7.53, repro,
2012-05-25,42.07, -44.35, -11.27, 2.08, 1.58, 7.34, repro,
2012-05-26,43.41, -43.82, -22.27, 2.09, 1.57, 7.3, repro,
2012-05-27,43.95, -44.82, -25.94, 2.04, 1.52, 7.1, repro,
2012-05-28,45.59, -44.12, -16.29, 2.05, 1.54, 7.23, repro,
2012-05-29,43.32, -44.18, -18.66, 2.05, 1.55, 7.25, repro,
2012-05-30,44.74, -44.21, -17.46, 2.05, 1.54, 7.19, repro,
2012-05-31,47.09, -43.88, -19.89, 2.05, 1.54, 7.17, repro,
2012-06-01,44.73, -43.64, -12.50, 2.09, 1.55, 7.2, repro,
2012-06-02,45.29, -44.22, -27.46, 2.14, 1.58, 7.46, repro,
2012-06-03,43.24, -47.77, -12.93, 2.12, 1.58, 7.37, repro,
2012-06-04,42.98, -41.61, -17.29, 2.08, 1.57, 7.36, repro,
2012-06-05,44.54, -46.32, -16.12, 2.04, 1.55, 7.2, repro,
2012-06-06,44.90, -42.67, -12.60, 2.03, 1.53, 7.11, repro,
2012-06-07,44.43, -44.22, -16.65, 2.03, 1.52, 7.09, repro,
2012-06-08,45.86, -45.73, -21.15, 2.04, 1.54, 7.16, repro,
2012-06-09,43.74, -44.16, -12.07, 2.06, 1.56, 7.28, repro,
2012-06-10,41.31, -42.34, -11.07, 2.04, 1.54, 7.15, repro,
2012-06-11,44.00, -43.84, -21.42, 2.05, 1.54, 7.19, repro,
2012-06-12,43.75, -45.45, -13.36, 2.06, 1.54, 7.19, repro,
2012-06-13,45.84, -42.96, -18.52, 2.07, 1.56, 7.26, repro,
2012-06-14,44.47, -43.12, -16.52, 2.06, 1.54, 7.26, repro,
2012-06-15,44.04, -44.66, -18.11, 2.08, 1.56, 7.36, repro,
2012-06-16,43.62, -43.41, -9.47, 2.07, 1.55, 7.29, repro,
2012-06-17,41.86, -42.91, -9.46, 2.06, 1.55, 7.29, repro,
2012-06-18,47.52, -44.53, -7.43, 2.07, 1.55, 7.29, repro,
2012-06-19,44.66, -46.16, -16.09, 2.1, 1.57, 7.35, repro,
